,Outside Air Temperature,Outside Air Relative Humidity,Solar Irradiation,Heating Water Flow Rate,Cooling Water Flow Rate,Heating Energy,Cooling Energy,Electrical Energy
2019-05-02 18:00:00,81.4682846069336,57.00459671020508,48.0,11.553822,77.8373947143555,28.311314582824707,586.3866539001465,226.37931099999997
2019-05-02 19:00:00,82.66788482666016,46.52580261230469,0.0,13.222916,70.356330871582,27.735082387924194,579.5062942504883,213.30739899999995
2019-05-02 20:00:00,82.8187484741211,43.20181274414063,0.0,12.736978,61.945404052734396,27.891770124435425,587.2792778015137,206.62138599999997
2019-05-02 21:00:00,79.48582458496094,43.62797164916992,0.0,12.726063,64.6680374145508,27.987634897232056,563.4326972961426,209.647675
2019-05-02 22:00:00,79.93124389648438,45.60905075073242,0.0,12.779643,59.948093414306605,29.89521074295044,556.138786315918,193.29888
2019-05-02 23:00:00,77.23859405517578,49.56349563598633,0.0,12.878625,64.0232315063477,31.288183450698853,557.389591217041,190.37413000000004
2019-05-03 00:00:00,72.19984436035156,59.37797164916992,0.0,12.953406,52.80021667480471,35.34076499938965,523.7439651489258,184.518078
2019-05-03 01:00:00,70.937744140625,66.96823120117189,0.0,12.907427,56.0632743835449,36.93812417984009,465.2843437194824,188.22284399999995
2019-05-03 02:00:00,69.69754028320311,72.32547760009766,0.0,13.296505999999999,56.498600006103494,36.90103602409363,473.3665542602539,197.027808
2019-05-03 03:00:00,69.05011749267578,75.72109985351562,0.0,13.114738000000001,49.75166320800779,36.417885541915894,441.3579292297363,177.106085
2019-05-03 04:00:00,69.05011749267578,72.9007339477539,0.0,13.335397,54.075878143310604,37.843053340911865,465.7258415222168,183.81626999999997
2019-05-03 05:00:00,67.82344055175781,72.19242095947266,6.0,12.949114999999999,53.8345756530762,37.24019455909729,401.6737766265869,177.02828999999997
2019-05-03 06:00:00,67.21232604980469,73.36165618896484,100.0,13.071964,51.5549392700195,37.095990896224976,423.17935943603516,177.34643599999995
2019-05-03 07:00:00,66.60202789306639,74.33451080322266,224.0,12.998021000000001,49.443943023681605,37.583475828170776,438.69541931152344,176.53366499999996
2019-05-03 08:00:00,65.99737548828125,75.13997650146484,267.0,12.967819,48.7679862976074,37.386717081069946,376.89649772644043,173.04058799999996
2019-05-03 09:00:00,65.45365142822266,83.48250579833984,238.0,12.917036,52.6369514465332,37.01225733757019,390.2979335784912,175.81752799999995
